user,1,2,3,4,5,6
1660,Bridge,Don Henley's Greatest Hits,Its A Mystery,Charlotte's Web,The Princess Bride,Blue's Clues
1661,Bridge,Home,Daydream,Don Henley's Greatest Hits,Titanic,The Princess Bride
1662,Ballbreaker,The Rugrats Movie,Everest,The Mask of Zorro,The Horse Whisperer,The Object Of My Affection
1663,Apollo 13,You've Got Mail,The Muppet Movie,Throwing Copper,The Shining,Golf My Way Collection
1664,Crash,Your Little Secret,Hamlet,Small Soldiers,Panasonic Digital Palmcorder Camcorder,And Out Come Wolves
1665,Ferris Bueller's Day Off,Morning Glory,Gone,Whaler,The Mask of Zorro,Dangerous Beauty
1666,The Object Of My Affection,Collective Soul,Dangerous Beauty,Everest,The Wedding Singer,Swingers
1667,New Beginning,Ozzmosis,The Hustler,Ballbreaker,Small Soldiers,Another Night
1668,Whaler,Sense and Sensibility,The Velvet Rope,Gone,Ballbreaker,Waiting to Exhale: The Soundtrack
1669,Small Soldiers,Swingers,The Muppet Movie,Charlotte's Web,Throwing Copper,Games Rednecks Play
1670,New Beginning,The Wedding Singer,The Muppet Movie,Throwing Copper,The Woman In Me,The Shining
1671,The Muppet Movie,Small Soldiers,Big Willie Style,Daydream,Live,The Avengers
1672,Hamlet,Sense and Sensibility,One Hot Minute,Ballbreaker,Another Night,Lucy
1673,New Beginning,Waiting to Exhale: The Soundtrack,Your Little Secret,A Bug's Life,Schindler's List,Ferris Bueller's Day Off
1674,Starting Over,New Beginning,Jesus of Nazareth,Apollo 13,Blue's Clues,Charlotte's Web
1675,A Bug's Life,Original Musiquarium,Daydream,Lucy,The Avengers,The Horse Whisperer
1676,Olympus Stylus Zoom Compact Camera,The Picture of Dorian Gray,Waiting to Exhale: The Soundtrack,Cracked Rearview,Bridge,Don Henley's Greatest Hits
1677,Original Musiquarium,Crash,The Horse Whisperer,A Bug's Life,One Hot Minute,Ballbreaker
1678,New Beginning,Waiting to Exhale: The Soundtrack,Don Henley's Greatest Hits,Vanishing Point,Mulan,A Bug's Life
1679,Schindler's List,Ballbreaker,The Shining,The Rugrats Movie,Whaler,The Mask of Zorro
1680,Original Musiquarium,Daydream,Hamlet,Home,The Hustler,The Year Without a Santa Claus
1681,The Muppet Movie,Swingers,Throwing Copper,Golf My Way Collection,New Beginning,Ballbreaker
1682,The Object Of My Affection,Collective Soul,Everest,Alice In Chains,Morning Glory,Hamlet
1683,Ballbreaker,Blue's Clues,Bridge,Lucy,The Rugrats Movie,Its A Mystery
1684,Whaler,Sense and Sensibility,Ballbreaker,Lucy,Daydream,A Bug's Life
1685,Whaler,Schindler's List,Gone,New Beginning,The Picture of Dorian Gray,Four
1686,New Beginning,Waiting to Exhale: The Soundtrack,Don Henley's Greatest Hits,Mulan,The Princess Bride,Barney
1687,Ballbreaker,Your Little Secret,Its A Mystery,Four,Hell Freezes Over,Sense and Sensibility
1688,The Picture of Dorian Gray,Golf My Way Collection,Ballbreaker,Babe,Your Little Secret,Lucy
1689,New Beginning,Small Soldiers,The Hustler,Original Musiquarium,Let's Play Soccer,How to Play Piano 1
1690,Ozzmosis,Hell Freezes Over,Great Expectations,The Horse Whisperer,Apollo 13,Caddyshack
1691,New Beginning,Bridge,Sense and Sensibility,I Love To Polka,One Hot Minute,Panasonic Digital Palmcorder Camcorder
1692,The Parent Trap,Golf My Way Collection,Home,Titanic,The Object Of My Affection,You've Got Mail
1693,Waiting to Exhale: The Soundtrack,Daydream,Don Henley's Greatest Hits,Whaler,Small Soldiers,Sense and Sensibility
1694,Dangerous Beauty,The Lion King,Frankenstein,Golf My Way Collection,Bridge,Lucy
1695,Hamlet,Sense and Sensibility,Sony Handycam Digital Recorder,Ballbreaker,Collective Soul,Lucy
1696,New Beginning,Another Night,Swingers,You've Got Mail,The Little Mermaid,The Wedding Singer
1697,New Beginning,Jesus of Nazareth,Hamlet,The Horse Whisperer,Armageddon,Mulan
1698,Home,Whaler,Cracked Rearview,Waiting to Exhale: The Soundtrack,Another Night,Don Henley's Greatest Hits
1699,Waiting to Exhale: The Soundtrack,Whaler,Daydream,Small Soldiers,The Avengers,The Muppet Movie
1700,Daydream,Whaler,The Princess Bride,New Beginning,Jesus of Nazareth,The Rugrats Movie
1701,Ballbreaker,Small Soldiers,Babe,Collective Soul,The Rugrats Movie,Its A Mystery
1702,Crash,Lucy,Its A Mystery,Babe,You've Got Mail,The Lion King
1703,Bridge,Cracked Rearview,Another Night,Waiting to Exhale: The Soundtrack,Small Soldiers,Home
1704,You've Got Mail,The Wedding Singer,New Beginning,Lucy,Babe,Another Night
1705,Morning Glory,The Picture of Dorian Gray,Ballbreaker,Hamlet,Collective Soul,Babe
1706,Swingers,Throwing Copper,Lucy,Four,Collective Soul,Dangerous Beauty
1707,Gone,Sony Handycam Digital Recorder,Ballbreaker,Cracked Rearview,Whaler,Its A Mystery
1708,Hamlet,Ballbreaker,Hell Freezes Over,Your Little Secret,Babe,Crash
1709,The Wedding Singer,Ballbreaker,Cracked Rearview,The Rugrats Movie,Its A Mystery,Hell Freezes Over
1710,Bridge,Waiting to Exhale: The Soundtrack,Don Henley's Greatest Hits,Mulan,Charlotte's Web,Blue's Clues
1711,Great Expectations,Live,The Parent Trap,Ballbreaker,New Beginning,Apollo 13
1712,Hamlet,Lucy,Another Night,The Hustler,Sense and Sensibility,Live
1713,A Bug's Life,I Love To Polka,New Beginning,Bridge,Panasonic Digital Palmcorder Camcorder,Waiting to Exhale: The Soundtrack
1714,Hamlet,Swingers,One Hot Minute,New Beginning,Bridge,Lucy
1715,Starting Over,Hell Freezes Over,Armageddon,Seal (94),The Rugrats Movie,Your Little Secret
1716,Golf My Way Collection,Jesus of Nazareth,New Beginning,Home,Cracked Rearview,Bridge
1717,Hamlet,A Bug's Life,Schindler's List,Titanic,Swingers,Crazy Sexy Cool
1718,New Beginning,Daydream,Great Expectations,The Horse Whisperer,Alice In Chains,Original Musiquarium
1719,The Avengers,The Muppet Movie,Daydream,Caddyshack,Live,The Infinite Sadness
1720,Live,Golf My Way Collection,Daydream,Whaler,Don Henley's Greatest Hits,Olympus Stylus Zoom Compact Camera
1721,Schindler's List,The Shining,Hamlet,Small Soldiers,Four,Babe
1722,New Beginning,Hamlet,The Wedding Singer,The Muppet Movie,Starting Over,Games Rednecks Play
1723,Bridge,Don Henley's Greatest Hits,Home,Sense and Sensibility,One Hot Minute,New Beginning
1724,Daydream,Waiting to Exhale: The Soundtrack,Big Willie Style,Live,The Princess Bride,Mulan
1725,Bridge,Home,Sense and Sensibility,Ballbreaker,Another Night,The Rugrats Movie
1726,Charlotte's Web,Four,Lady and the Tramp,Bridge,Waiting to Exhale: The Soundtrack,Small Soldiers
1727,Small Soldiers,Waiting to Exhale: The Soundtrack,You've Got Mail,Throwing Copper,New Beginning,Don Henley's Greatest Hits
1728,Another Night,The Hustler,The Year Without a Santa Claus,Bridge,Cracked Rearview,Home
1729,Bridge,Don Henley's Greatest Hits,Home,Daydream,Dangerous Beauty,Titanic
1730,Bridge,Vanishing Point,Alice In Chains,Fresh Horses,Ballbreaker,Lucy
1731,The Wedding Singer,The Avengers,You've Got Mail,The Parent Trap,The Woman In Me,Big Willie Style
1732,Cracked Rearview,Another Night,The Hustler,Alice In Chains,Morning Glory,The Woman In Me
1733,Ozzmosis,Sense and Sensibility,New Beginning,Ballbreaker,Hell Freezes Over,Live
1734,The Picture of Dorian Gray,Golf My Way Collection,How to Play Piano 1,Panasonic Digital Palmcorder Camcorder,Sony DVD/CD/Video Player,New Beginning
1735,Bridge,Small Soldiers,Home,The Year Without a Santa Claus,The Muppet Movie,Original Musiquarium
1736,Home,Don Henley's Greatest Hits,Great Expectations,Whaler,Cracked Rearview,Another Night
1737,Cracked Rearview,Titanic,The Parent Trap,Stunt,Golf My Way Collection,Hamlet
1738,Crash,Small Soldiers,Apollo 13,Armageddon,The Lion King,The Year Without a Santa Claus
1739,The Picture of Dorian Gray,Caddyshack,The Muppet Movie,A Boy Named Goo,Games Rednecks Play,Small Soldiers
1740,The Hustler,Another Night,Great Expectations,The Year Without a Santa Claus,The Woman In Me,The Picture of Dorian Gray
1741,Whaler,Jesus of Nazareth,Lady and the Tramp,Olympus Stylus Zoom Compact Camera,The Picture of Dorian Gray,Big Willie Style
1742,Hell Freezes Over,Another Night,The Hustler,Great Expectations,The Wedding Singer,Ferris Bueller's Day Off
1743,Games Rednecks Play,Jesus of Nazareth,Small Soldiers,Sense and Sensibility,Caddyshack,The Muppet Movie
1744,Small Soldiers,Babe,Collective Soul,The Mask of Zorro,Sense and Sensibility,Everest
1745,Bridge,Waiting to Exhale: The Soundtrack,Home,Cracked Rearview,Don Henley's Greatest Hits,Sense and Sensibility
1746,Cracked Rearview,Stunt,Titanic,Home,Lucy,Crash
1747,Bridge,Daydream,Titanic,Olympus Stylus Zoom Compact Camera,Schubert Volume 1,New Beginning
1748,Jesus of Nazareth,The Muppet Movie,Games Rednecks Play,Daydream,Small Soldiers,The Wedding Singer
1749,Waiting to Exhale: The Soundtrack,Its A Mystery,Cracked Rearview,Four,Schindler's List,The Avengers
1750,The Object Of My Affection,Ballbreaker,Sense and Sensibility,Dangerous Beauty,Everest,The Mask of Zorro
1751,Ballbreaker,Babe,The Object Of My Affection,Everest,Morning Glory,Sony DVD/CD/Video Player
1752,Big Willie Style,The Picture of Dorian Gray,Cracked Rearview,Bridge,Daydream,Home
1753,Home,Cracked Rearview,Waiting to Exhale: The Soundtrack,Another Night,Hell Freezes Over,Sense and Sensibility
1754,Crazy Sexy Cool,Good Will Hunting,Olympus Stylus Zoom Compact Camera,Bridge,Don Henley's Greatest Hits,Hamlet
1755,Starting Over,Bridge,Lucy,Waiting to Exhale: The Soundtrack,Armageddon,Titanic
1756,Its A Mystery,Four,The Truman Show,Swingers,You've Got Mail,Throwing Copper
1757,Caddyshack,The Picture of Dorian Gray,Four,Its A Mystery,Ozzmosis,Your Little Secret
1758,Don Henley's Greatest Hits,Titanic,The Princess Bride,Crazy Sexy Cool,Big Willie Style,Ballbreaker
1759,Hamlet,The Hustler,One Hot Minute,Another Night,Crash,Ozzmosis
1760,Relish,Ballbreaker,Olympus Stylus Zoom Compact Camera,Lucy,Another Night,Daydream
1761,Live,New Beginning,Great Expectations,Small Soldiers,Ozzmosis,Daydream
1762,Lucy,Crash,Golf My Way Collection,The Lion King,Relish,Frankenstein
1763,Whaler,Gone,Frankenstein,The Picture of Dorian Gray,Relish,Test Your Baseball IQ
1764,Hamlet,Daydream,Don Henley's Greatest Hits,Armageddon,Live,The Lion King
1765,New Beginning,Great Expectations,Live,You've Got Mail,The Wedding Singer,Small Soldiers
1766,Titanic,Bridge,Whaler,Don Henley's Greatest Hits,Stunt,Good Will Hunting
1767,Swingers,The Lion King,One Hot Minute,Waiting to Exhale: The Soundtrack,Small Soldiers,Hamlet
1768,Bridge,Home,Dangerous Beauty,The Parent Trap,Titanic,The Wedding Singer
1769,Hamlet,Cracked Rearview,Hell Freezes Over,The Rugrats Movie,Its A Mystery,Whaler
1770,Ballbreaker,How to Play Piano 1,Small Soldiers,Its A Mystery,Collective Soul,Hell Freezes Over
1771,The Little Mermaid,Ferris Bueller's Day Off,Sony DVD/CD/Video Player,Ballbreaker,New Beginning,Small Soldiers
1772,Crash,Original Musiquarium,Alice In Chains,New Beginning,Sony Transportable DVD Player,Bridge
1773,Hamlet,The Horse Whisperer,Mulan,Seal (94),Original Musiquarium,Sony Digital MiniDisc
1774,Don Henley's Greatest Hits,Bridge,Whaler,Home,The Parent Trap,Charlotte's Web
1775,Another Night,The Hustler,The Infinite Sadness,Simply The Best,New Beginning,Bridge
1776,Lucy,Babe,Ozzmosis,Collective Soul,Dangerous Beauty,The Mask of Zorro
1777,Daydream,The Object Of My Affection,Frankenstein,Bridge,Home,Whaler
1778,Ballbreaker,New Beginning,Ozzmosis,The Rugrats Movie,Four,Everest
1779,Great Expectations,Ballbreaker,Whaler,Home,Waiting to Exhale: The Soundtrack,The Rugrats Movie
1780,Hell Freezes Over,Crash,The Hustler,Live,Home,Hamlet
1781,Frankenstein,Ballbreaker,Lucy,Babe,Small Soldiers,Whaler
1782,Home,Dangerous Beauty,The Object Of My Affection,The Lion King,Ballbreaker,Small Soldiers
1783,The Little Mermaid,Morning Glory,The Woman In Me,Let's Play Soccer,How to Play Piano 1,Hamlet
1784,New Beginning,Waiting to Exhale: The Soundtrack,Collective Soul,Lucy,Four,Babe
1785,Sense and Sensibility,The Lion King,Frankenstein,Ballbreaker,Collective Soul,Whaler
1786,Whaler,Jesus of Nazareth,The Wedding Singer,The Shining,New Beginning,Hamlet
1787,The Picture of Dorian Gray,Big Willie Style,Whaler,Ozzmosis,Four,The Mask of Zorro
1788,Whaler,Schindler's List,Great Expectations,The Little Mermaid,Lady and the Tramp,Charlotte's Web
1789,Lady and the Tramp,The Velvet Rope,Ballbreaker,Big Willie Style,Waiting to Exhale: The Soundtrack,The Muppet Movie
1790,New Beginning,A Bug's Life,Waiting to Exhale: The Soundtrack,Live,Barney,The Princess Bride
1791,Ballbreaker,Lady and the Tramp,Golf My Way Collection,Babe,Lucy,Collective Soul
1792,Sense and Sensibility,Alice In Chains,Games Rednecks Play,New Beginning,Panasonic Digital Palmcorder Camcorder,Bridge
1793,Frankenstein,Relish,Ballbreaker,Another Night,Whaler,Lucy
1794,New Beginning,Small Soldiers,Hamlet,Hell Freezes Over,Sony Digital MiniDisc,Your Little Secret
1795,Small Soldiers,Mulan,The Lion King,And Out Come Wolves,Barney,Hamlet
1796,Another Night,The Hustler,Alice In Chains,Morning Glory,The Woman In Me,Let's Play Soccer
1797,Original Musiquarium,Gone,Games Rednecks Play,The Picture of Dorian Gray,The Avengers,Caddyshack
1798,Your Little Secret,Dangerous Beauty,The Object Of My Affection,The Parent Trap,Throwing Copper,And Out Come Wolves
1799,New Beginning,Schindler's List,Charlotte's Web,Mulan,The Shining,The Picture of Dorian Gray
1800,Original Musiquarium,The Avengers,Live,Daydream,Caddyshack,The Horse Whisperer
1801,Good Will Hunting,Crash,The Horse Whisperer,Armageddon,Mulan,And Out Come Wolves
1802,Crash,The Hustler,The Horse Whisperer,Live,Great Expectations,Morning Glory
1803,Small Soldiers,Hell Freezes Over,Crash,Your Little Secret,Armageddon,The Parent Trap
1804,Ozzmosis,The Horse Whisperer,The Avengers,Dangerous Beauty,The Mask of Zorro,Everest
1805,Small Soldiers,Schindler's List,The Little Mermaid,And Out Come Wolves,Ballbreaker,Hamlet
1806,New Beginning,I Love To Polka,Whaler,Gone,The Woman In Me,The Picture of Dorian Gray
1807,Golf My Way Collection,The Muppet Movie,Swingers,Throwing Copper,New Beginning,Ballbreaker
1808,Sense and Sensibility,The Infinite Sadness,Simply The Best,Ballbreaker,Everest,Dangerous Beauty
1809,Ballbreaker,Lucy,Home,The Rugrats Movie,Dangerous Beauty,The Object Of My Affection
1810,Hamlet,Schindler's List,Apollo 13,The Shining,Good Will Hunting,How to Play Piano 1
1811,Vanishing Point,The Avengers,A Bug's Life,Fresh Horses,Waiting to Exhale: The Soundtrack,Whaler
1812,Titanic,Lady and the Tramp,Gone,Golf My Way Collection,Ballbreaker,Lucy
1813,New Beginning,The Princess Bride,Mulan,The Little Mermaid,Seal (94),Crazy Sexy Cool
1814,Swingers,Bridge,Don Henley's Greatest Hits,Hamlet,A Bug's Life,Charlotte's Web
1815,Whaler,Lady and the Tramp,Jesus of Nazareth,Daydream,Big Willie Style,The Rugrats Movie
1816,The Picture of Dorian Gray,Caddyshack,Lady and the Tramp,The Muppet Movie,A Boy Named Goo,Morning Glory
1817,Home,Don Henley's Greatest Hits,Titanic,Great Expectations,The Parent Trap,Lucy
1818,Charlotte's Web,Gone,How to Play Piano 1,Hamlet,Small Soldiers,Bridge
1819,A Bug's Life,Gone,Frankenstein,Sony Handycam Digital Recorder,Relish,New Beginning
1820,Starting Over,Your Little Secret,The Horse Whisperer,Armageddon,The Muppet Movie,And Out Come Wolves
1821,Whaler,The Avengers,Gone,The Shining,Golf My Way Collection,Jesus of Nazareth
1822,Small Soldiers,Apollo 13,Caddyshack,The Muppet Movie,Lady and the Tramp,And Out Come Wolves
1823,Lady and the Tramp,Babe,Collective Soul,Crash,Armageddon,Blue's Clues
1824,Bridge,Daydream,Don Henley's Greatest Hits,Small Soldiers,Collective Soul,Babe
1825,Charlotte's Web,The Princess Bride,Big Willie Style,Waiting to Exhale: The Soundtrack,Bridge,Don Henley's Greatest Hits
1826,Home,Ballbreaker,Another Night,The Rugrats Movie,Waiting to Exhale: The Soundtrack,Don Henley's Greatest Hits
1827,A Bug's Life,Ballbreaker,Whaler,Four,Vanishing Point,The Truman Show
1828,Small Soldiers,Daydream,Ozzmosis,The Rugrats Movie,Babe,Collective Soul
1829,Cracked Rearview,Lucy,Babe,Hamlet,Another Night,Collective Soul
1830,Cracked Rearview,Don Henley's Greatest Hits,The Hustler,Barney,Stunt,Home
1831,Whaler,The Shining,New Beginning,Hamlet,Schindler's List,A Bug's Life
1832,Charlotte's Web,The Princess Bride,Crazy Sexy Cool,The Shining,New Beginning,Waiting to Exhale: The Soundtrack
1833,"Sharp 13"" 2-Head TV/VCR",New Beginning,Home,Cracked Rearview,Bridge,Don Henley's Greatest Hits
1834,Hamlet,Small Soldiers,Great Expectations,Apollo 13,Charlotte's Web,The Lion King
1835,Ballbreaker,Bridge,Lucy,Home,Crash,Cracked Rearview
1836,Dangerous Beauty,Swingers,The Parent Trap,Golf My Way Collection,Ballbreaker,Lucy
1837,Hamlet,Its A Mystery,Babe,Armageddon,Titanic,Blue's Clues
1838,The Year Without a Santa Claus,Hell Freezes Over,Bridge,Another Night,Daydream,Cracked Rearview
1839,Games Rednecks Play,Caddyshack,A Boy Named Goo,The Picture of Dorian Gray,Big Willie Style,Small Soldiers
1840,Four,Its A Mystery,The Mask of Zorro,Everest,Ferris Bueller's Day Off,The Truman Show
1841,Whaler,The Woman In Me,Daydream,The Rugrats Movie,Armageddon,Blue's Clues
1842,New Beginning,Ozzmosis,A Bug's Life,Caddyshack,One Hot Minute,The Picture of Dorian Gray
1843,A Boy Named Goo,The Velvet Rope,Original Musiquarium,Games Rednecks Play,Big Willie Style,"Sharp 13"" 2-Head TV/VCR"
1844,New Beginning,Let's Play Soccer,Small Soldiers,Another Night,The Hustler,Ferris Bueller's Day Off
1845,Daydream,Relish,Ballbreaker,Bridge,Whaler,Another Night
1846,Sense and Sensibility,Hamlet,Lucy,Ozzmosis,Daydream,Collective Soul
1847,The Picture of Dorian Gray,Ballbreaker,Its A Mystery,Four,Your Little Secret,Titanic
1848,Dangerous Beauty,Ferris Bueller's Day Off,Ballbreaker,Frankenstein,Another Night,Home
1849,New Beginning,Sharp Copier Toner,Sony Transportable DVD Player,Your Little Secret,Sony Digital MiniDisc,Crash
1850,New Beginning,Your Little Secret,Barney,Seal (94),One Hot Minute,Bridge
1851,Don Henley's Greatest Hits,Great Expectations,The Parent Trap,Original Musiquarium,New Beginning,Bridge
1852,Cracked Rearview,Another Night,Home,Stunt,Ballbreaker,Crash
1853,Bridge,New Beginning,Waiting to Exhale: The Soundtrack,Small Soldiers,Don Henley's Greatest Hits,Its A Mystery
1854,Hell Freezes Over,Its A Mystery,Your Little Secret,The Horse Whisperer,The Mask of Zorro,Ferris Bueller's Day Off
1855,Its A Mystery,Four,Gone,Games Rednecks Play,The Picture of Dorian Gray,Bridge
1856,The Picture of Dorian Gray,The Hustler,Caddyshack,The Avengers,Gone,Another Night
1857,Daydream,Don Henley's Greatest Hits,Whaler,The Picture of Dorian Gray,Big Willie Style,Jesus of Nazareth
1858,Small Soldiers,Babe,Its A Mystery,Your Little Secret,Collective Soul,Throwing Copper
1859,Live,Schindler's List,The Little Mermaid,Big Willie Style,Ballbreaker,Ozzmosis
